date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-03-11,1,228,1,9,0,23,,,0,2101,418,133245,200,1,,06023,6023
2020-03-12,1,228,1,9,0,23,,,0,2183,414,133166,199,1,,06023,6023
2020-03-13,1,228,1,9,0,23,,,0,2264,411,133087,197,1,,06023,6023
2020-03-14,1,228,1,9,0,23,,,0,2344,407,133008,195,1,,06023,6023
2020-03-15,1,228,1,9,0,23,,,0,2423,404,132931,193,1,,06023,6023
2020-03-16,1,228,1,9,0,23,,,0,2502,400,132854,192,1,,06023,6023
2020-03-17,1,228,1,9,0,23,,,0,2580,397,132777,190,1,,06023,6023
2020-03-18,1,228,1,9,0,23,,,0,2657,393,132702,188,1,,06023,6023
2020-03-19,1,228,1,9,0,23,,,0,2734,390,132627,186,1,,06023,6023
2020-03-20,1,228,1,9,0,23,,,0,2810,386,132553,185,1,60,06023,6023
2020-03-21,1,228,1,9,0,23,,,0,2885,383,132479,183,2,69,06023,6023
2020-03-22,1,228,1,9,0,23,,,0,2959,379,132407,181,2,107,06023,6023
2020-03-23,1,228,1,9,0,23,,,0,3033,376,132335,179,2,107,06023,6023
2020-03-24,1,228,1,9,0,23,,,0,3106,372,132263,178,4,,06023,6023
2020-03-25,1,228,1,9,0,23,,,0,3179,369,132193,176,5,,06023,6023
2020-03-26,1,228,1,9,0,23,,,0,3250,365,132123,174,12,339,06023,6023
2020-03-27,1,228,1,9,0,23,,,0,3321,362,132053,173,14,394,06023,6023
2020-03-28,1,228,1,9,0,23,,,0,3391,359,131985,171,14,394,06023,6023
2020-03-29,1,228,1,9,0,23,,,0,3461,355,131917,169,18,452,06023,6023
2020-03-30,1,228,1,9,0,23,,,0,3530,352,131850,168,18,452,06023,6023
2020-03-31,1,228,1,9,0,23,,,0,3598,348,131783,166,27,669,06023,6023
2020-04-01,1,228,1,9,0,23,,,0,3666,345,131717,164,28,713,06023,6023
2020-04-02,1,228,1,9,0,23,,,0,3733,342,131652,163,37,811,06023,6023
2020-04-03,1,228,1,9,0,23,,,0,3799,338,131588,161,40,909,06023,6023
2020-04-04,1,228,1,9,0,23,,,0,3864,335,131524,159,44,962,06023,6023
2020-04-05,1,228,1,9,0,23,,,0,3929,332,131460,158,44,962,06023,6023
2020-04-06,1,228,1,9,0,23,,,0,3993,328,131398,156,49,1044,06023,6023
2020-04-07,1,228,1,9,0,23,,,0,4057,325,131336,155,50,1139,06023,6023
2020-04-08,1,228,1,9,0,23,,,0,4120,322,131273,154,50,1193,06023,6023
2020-04-09,1,228,1,9,0,23,,,0,4183,319,131211,153,50,1240,06023,6023
2020-04-10,1,228,1,9,0,23,,,0,4245,317,131149,153,50,1240,06023,6023
2020-04-11,1,228,1,9,0,23,,,0,4308,314,131087,152,50,1240,06023,6023
2020-04-12,1,228,1,9,0,23,,,0,4370,312,131025,152,50,1317,06023,6023
2020-04-13,1,228,1,9,0,23,,,0,4432,311,130963,152,50,1368,06023,6023
2020-04-14,1,228,1,9,0,23,,,0,4494,310,130901,152,51,1404,06023,6023
2020-04-15,1,228,1,9,0,23,,,0,4556,308,130839,152,52,1452,06023,6023
2020-04-16,1,228,1,9,0,23,,,0,4619,308,130776,152,52,1452,06023,6023
2020-04-17,1,228,0,9,0,23,,,0,4681,307,130713,153,52,1562,06023,6023
2020-04-18,0,228,0,9,0,23,,,0,4744,307,130650,154,52,1641,06023,6023
2020-04-19,0,228,0,9,0,23,,,0,4807,307,130586,154,52,1641,06023,6023
2020-04-20,0,228,0,9,0,23,,,0,4870,308,130522,155,52,1641,06023,6023
2020-04-21,0,228,0,9,0,23,,,0,4934,308,130458,156,52,1701,06023,6023
2020-04-22,0,228,0,9,0,23,,,0,4998,309,130393,156,52,1748,06023,6023
2020-04-23,0,228,0,9,0,23,,,0,5062,310,130329,157,52,1801,06023,6023
2020-04-24,0,228,0,9,0,23,,,0,5126,311,130264,157,53,1859,06023,6023
2020-04-25,0,228,0,9,0,23,,,0,5190,311,130199,158,53,1939,06023,6023
2020-04-26,0,228,0,9,0,23,,,0,5255,312,130134,158,53,1939,06023,6023
2020-04-27,0,228,0,9,0,23,,,0,5320,313,130069,159,53,1975,06023,6023
2020-04-28,0,228,0,9,0,23,,,0,5385,314,130004,159,53,2033,06023,6023
2020-04-29,0,228,0,9,0,23,,,0,5450,315,129938,159,54,2105,06023,6023
2020-04-30,0,228,0,9,0,23,,,0,5515,315,129873,160,54,2188,06023,6023
2020-05-01,0,228,0,9,0,23,,,0,5580,316,129807,160,54,2255,06023,6023
2020-05-02,0,228,0,9,0,23,,,0,5646,317,129742,160,54,2412,06023,6023
2020-05-03,0,228,0,9,0,23,,,0,5711,317,129676,160,54,2412,06023,6023
2020-05-04,0,228,0,9,0,23,,,0,5777,318,129610,161,54,2541,06023,6023
2020-05-05,0,228,0,9,0,23,,,0,5843,319,129544,161,54,2593,06023,6023
2020-05-06,0,228,0,9,0,23,,,0,5908,319,129478,161,55,2652,06023,6023
2020-05-07,0,228,0,9,0,23,,,0,5974,320,129411,161,55,2816,06023,6023
2020-05-08,0,228,0,9,0,23,,,0,6041,321,129345,162,55,2893,06023,6023
2020-05-09,0,228,0,9,0,23,,,0,6107,321,129279,162,57,2986,06023,6023
2020-05-10,0,228,0,9,0,23,,,0,6173,322,129212,162,57,2986,06023,6023
2020-05-11,0,228,0,9,0,23,,,0,6239,322,129146,162,61,3362,06023,6023
2020-05-12,0,228,0,9,0,23,,,0,6306,323,129079,163,64,3364,06023,6023
2020-05-13,0,228,0,9,0,23,,,0,6372,323,129012,163,67,3508,06023,6023
2020-05-14,0,228,0,9,0,23,,,0,6439,324,128946,163,68,3695,06023,6023
2020-05-15,0,228,0,9,0,23,,,0,6505,324,128879,163,68,3695,06023,6023
2020-05-16,0,228,0,9,0,23,,,0,6572,324,128812,163,77,3886,06023,6023
2020-05-17,0,228,0,9,0,23,,,0,6639,325,128745,163,77,3886,06023,6023
2020-05-18,0,228,0,9,0,23,,,0,6706,325,128678,163,81,4364,06023,6023
2020-05-19,0,228,0,9,0,23,,,0,6773,325,128611,164,86,4559,06023,6023
2020-05-20,0,228,0,9,0,23,,,0,6840,326,128544,164,88,4683,06023,6023
2020-05-21,0,228,0,9,0,23,,,0,6906,326,128477,164,88,4871,06023,6023
2020-05-22,0,228,0,9,0,23,,,0,6973,326,128410,164,91,4995,06023,6023
2020-05-23,0,228,0,9,0,23,,,0,7040,326,128343,164,93,5091,06023,6023
2020-05-24,0,228,0,9,0,23,,,0,7107,327,128276,164,93,5091,06023,6023
2020-05-25,0,228,0,9,0,23,,,0,7174,327,128209,164,94,5090,06023,6023
2020-05-26,0,228,0,9,0,23,,,0,7241,327,128142,164,94,5629,06023,6023
2020-05-27,1,228,0,9,0,23,,,0,7308,327,128075,164,98,5772,06023,6023
2020-05-28,1,228,0,9,0,23,,,0,7376,327,128008,164,98,5824,06023,6023
2020-05-29,1,228,0,9,0,23,,,0,7443,327,127941,164,99,8261,06023,6023
2020-05-30,1,228,0,9,0,23,,,0,7510,328,127874,164,99,8261,06023,6023
2020-05-31,1,228,0,9,0,23,,,0,7577,328,127807,164,99,8261,06023,6023
2020-06-01,1,228,1,9,0,23,,,0,7644,328,127740,164,99,8261,06023,6023
2020-06-02,1,228,1,9,0,23,,,0,7711,328,127673,164,103,5668,06023,6023
2020-06-03,1,228,1,9,0,23,,,0,7778,328,127606,164,104,5856,06023,6023
2020-06-04,1,228,1,9,0,23,,,0,7845,328,127539,164,104,6017,06023,6023
2020-06-05,1,228,1,9,0,23,,,0,7912,328,127472,164,104,6151,06023,6023
2020-06-06,1,228,1,9,0,23,,,0,7978,327,127405,164,104,6264,06023,6023
2020-06-07,1,228,1,9,0,23,,,1,8045,327,127339,163,104,6264,06023,6023
2020-06-08,1,228,1,9,0,23,,,1,8111,327,127272,163,105,6263,06023,6023
2020-06-09,1,228,1,9,0,23,,,1,8178,327,127206,163,105,6469,06023,6023
2020-06-10,1,228,1,9,0,23,,,1,8245,327,127140,163,105,6672,06023,6023
2020-06-11,1,228,1,9,0,23,,,2,8311,327,127073,163,105,6672,06023,6023
2020-06-12,1,228,1,9,0,23,,,2,8377,326,127007,163,106,6990,06023,6023
2020-06-13,1,228,1,9,0,23,,,2,8444,326,126941,163,106,6990,06023,6023
2020-06-14,1,228,1,9,0,23,,,2,8510,326,126875,162,106,6990,06023,6023
2020-06-15,1,228,1,9,0,23,,,3,8576,326,126809,162,106,7140,06023,6023
2020-06-16,1,228,1,9,0,23,,,3,8643,325,126743,162,107,7214,06023,6023
2020-06-17,1,228,1,9,0,23,,,3,8709,325,126677,162,107,7214,06023,6023
2020-06-18,1,228,1,9,0,23,,,3,8775,325,126611,162,,,06023,6023
2020-06-19,1,228,0,9,0,23,,,4,8841,324,126545,161,,,06023,6023
2020-06-20,1,228,0,9,0,23,,,4,8907,324,126478,162,,,06023,6023
2020-06-21,1,228,0,9,0,23,,,4,8974,325,126408,165,,,06023,6023
2020-06-22,1,228,0,9,0,23,,,4,9043,327,126335,169,,,06023,6023
2020-06-23,1,228,0,9,0,23,,,4,9113,330,126259,175,,,06023,6023
2020-06-24,1,228,1,9,0,23,,,5,9186,335,126179,182,,,06023,6023
2020-06-25,1,228,1,9,0,23,,,5,9262,342,126095,190,,,06023,6023
2020-06-26,1,228,1,9,0,23,,,5,9341,350,126007,199,,,06023,6023
2020-06-27,1,228,1,9,0,23,,,5,9425,361,125912,210,,,06023,6023
2020-06-28,1,228,1,9,0,23,,,6,9513,374,125812,222,,,06023,6023
2020-06-29,1,228,1,9,0,23,,,6,9607,390,125705,236,,,06023,6023
2020-06-30,1,228,1,9,0,23,,,6,9706,408,125589,252,,,06023,6023
2020-07-01,1,228,1,9,0,23,,,6,9813,429,125465,270,,,06023,6023
2020-07-02,1,228,1,9,0,23,,,7,9927,453,125330,290,,,06023,6023
2020-07-03,1,228,1,9,0,23,,,7,10050,480,125184,313,,,06023,6023
2020-07-04,1,228,1,9,0,23,,,7,10183,512,125027,337,,,06023,6023
2020-07-05,1,228,1,9,0,23,,,8,10326,547,124859,362,,,06023,6023
2020-07-06,1,228,1,9,0,23,,,8,10479,584,124681,388,,,06023,6023
2020-07-07,1,228,1,9,0,23,,,8,10643,624,124490,415,,,06023,6023
2020-07-08,1,228,1,9,0,23,,,9,10818,667,124287,443,,,06023,6023
2020-07-09,1,228,1,9,1,23,,,9,11005,713,124070,473,,,06023,6023
2020-07-10,1,228,1,9,1,23,,,9,11204,762,123838,505,,,06023,6023
2020-07-11,1,228,1,9,1,23,,,10,11418,814,123591,539,,,06023,6023
2020-07-12,1,228,1,9,1,23,,,10,11646,870,123327,575,,,06023,6023
2020-07-13,1,228,1,9,1,23,,,11,11888,928,123046,613,,,06023,6023
2020-07-14,2,228,2,9,1,23,,,11,12148,991,122746,653,,,06023,6023
2020-07-15,2,228,2,9,1,23,,,11,12423,1057,122428,696,,,06023,6023
2020-07-16,2,228,2,9,1,23,,,12,12717,1127,122090,741,,,06023,6023
2020-07-17,2,228,2,9,1,23,,,13,13029,1201,121731,788,,,06023,6023
2020-07-18,2,228,2,9,1,23,,,13,13360,1279,121349,838,,,06023,6023
2020-07-19,2,228,2,9,1,23,,,14,13713,1362,120944,890,,,06023,6023
2020-07-20,3,228,3,9,1,23,,,15,14087,1449,120515,945,,,06023,6023
2020-07-21,3,228,3,9,2,23,,,15,14485,1541,120059,1003,,,06023,6023
2020-07-22,3,228,3,9,2,23,,,16,14908,1638,119576,1064,,,06023,6023
2020-07-23,3,228,3,9,2,23,,,17,15354,1740,119066,1127,,,06023,6023
2020-07-24,4,228,3,9,2,23,,,18,15827,1846,118527,1193,,,06023,6023
2020-07-25,4,228,4,9,2,23,,,19,16328,1958,117958,1262,,,06023,6023
2020-07-26,4,228,4,9,2,23,,,21,16857,2075,117357,1333,,,06023,6023
2020-07-27,5,228,5,9,2,23,,,22,17417,2198,116723,1407,,,06023,6023
2020-07-28,5,228,5,9,3,23,,,24,18007,2325,116056,1484,,,06023,6023
2020-07-29,5,228,5,9,3,23,,,25,18629,2458,115355,1563,,,06023,6023
2020-07-30,6,228,6,9,3,23,,,27,19283,2595,114619,1645,,,06023,6023
2020-07-31,6,228,6,9,3,23,,,29,19971,2738,113848,1729,,,06023,6023
2020-08-01,7,228,7,9,3,23,,,31,20693,2886,113040,1814,,,06023,6023
2020-08-02,7,228,7,9,4,23,,,33,21451,3038,112195,1901,,,06023,6023
2020-08-03,7,228,7,9,4,23,,,35,22244,3195,111314,1990,,,06023,6023
2020-08-04,8,228,8,9,4,23,,,37,23074,3356,110394,2079,,,06023,6023
2020-08-05,8,228,8,9,4,23,,,39,23940,3520,109438,2169,,,06023,6023
2020-08-06,9,228,9,9,5,23,,,42,24843,3687,108444,2260,,,06023,6023
2020-08-07,10,228,10,9,5,23,,,45,25784,3856,107413,2351,,,06023,6023
2020-08-08,10,228,10,9,5,23,,,47,26760,4028,106346,2441,,,06023,6023
2020-08-09,11,228,11,9,6,23,,,50,27773,4200,105245,2529,,,06023,6023
2020-08-10,11,228,11,9,6,23,,,53,28822,4372,104110,2616,,,06023,6023
2020-08-11,12,228,12,9,6,23,,,57,29905,4545,102941,2701,,,06023,6023
2020-08-12,13,228,12,9,6,23,,,60,31024,4717,101740,2783,,,06023,6023
2020-08-13,13,228,13,9,7,23,,,64,32175,4887,100510,2862,,,06023,6023
2020-08-14,14,228,14,9,7,23,,,68,33357,5054,99253,2937,,,06023,6023
2020-08-15,14,228,14,9,7,23,,,72,34570,5217,97970,3008,,,06023,6023
2020-08-16,15,228,15,9,8,23,,,76,35809,5375,96665,3073,,,06023,6023
2020-08-17,16,228,16,9,8,23,,,80,37071,5526,95343,3133,,,06023,6023
2020-08-18,16,228,16,9,8,23,,,84,38358,5670,94003,3187,,,06023,6023
2020-08-19,17,228,17,9,9,23,,,89,39666,5806,92647,3234,,,06023,6023
2020-08-20,18,228,18,9,9,23,,,94,40990,5933,91283,3274,,,06023,6023
2020-08-21,18,228,18,9,9,23,,,99,42330,6050,89910,3307,,,06023,6023
2020-08-22,19,228,19,9,10,23,,,104,43683,6157,88531,3333,,,06023,6023
2020-08-23,19,228,19,9,10,23,,,109,45043,6252,87154,3351,,,06023,6023
2020-08-24,20,228,20,9,10,23,,,114,46409,6335,85778,3360,,,06023,6023
2020-08-25,21,228,21,9,10,23,,,120,47780,6406,84405,3362,,,06023,6023
2020-08-26,21,228,21,9,11,23,,,126,49150,6462,83040,3357,,,06023,6023
2020-08-27,22,228,22,9,11,23,,,131,50517,6504,81686,3344,,,06023,6023
2020-08-28,22,228,22,9,11,23,,,137,51877,6532,80347,3324,,,06023,6023
2020-08-29,23,228,23,9,11,23,,,143,53226,6546,79026,3295,,,06023,6023
2020-08-30,23,228,23,9,12,23,,,150,54563,6545,77725,3259,,,06023,6023
2020-08-31,23,228,23,9,12,23,,,156,55883,6530,76447,3217,,,06023,6023
2020-09-01,24,228,24,9,12,23,,,162,57185,6501,75194,3168,,,06023,6023
2020-09-02,24,228,24,9,12,23,,,168,58465,6458,73969,3113,,,06023,6023
2020-09-03,24,228,24,9,12,23,,,175,59722,6402,72772,3053,,,06023,6023
2020-09-04,25,228,24,9,12,23,,,181,60953,6333,71607,2987,,,06023,6023
2020-09-05,25,228,25,9,12,23,,,188,62157,6252,70473,2917,,,06023,6023
2020-09-06,25,228,25,9,12,23,,,195,63332,6159,69372,2843,,,06023,6023
2020-09-07,25,228,25,9,12,23,,,201,64476,6056,68305,2766,,,06023,6023
2020-09-08,25,228,25,9,12,23,,,208,65587,5942,67273,2687,,,06023,6023
2020-09-09,25,228,25,9,12,23,,,214,66666,5820,66276,2605,,,06023,6023
2020-09-10,25,228,25,9,12,23,,,221,67711,5690,65315,2521,,,06023,6023
2020-09-11,25,228,25,9,12,23,,,227,68722,5553,64389,2436,,,06023,6023
2020-09-12,25,228,25,9,12,23,,,234,69698,5409,63499,2350,,,06023,6023
2020-09-13,25,228,25,9,12,23,,,240,70639,5261,62644,2264,,,06023,6023
2020-09-14,24,228,24,9,12,23,,,247,71545,5108,61824,2178,,,06023,6023
2020-09-15,24,228,24,9,11,23,,,253,72416,4952,61039,2092,,,06023,6023
2020-09-16,24,228,24,9,11,23,,,259,73253,4793,60288,2007,,,06023,6023
2020-09-17,24,228,24,9,11,23,,,265,74055,4633,59569,1923,,,06023,6023
2020-09-18,23,228,23,9,11,23,,,272,74821,4468,58887,1840,,,06023,6023
2020-03-03,0,2145,0,150,0,395,,,0,118,91,1551821,84,3,,06067,6067
2020-03-04,0,2145,0,150,0,395,,,0,155,108,1551768,99,3,,06067,6067
2020-03-05,0,2145,0,150,0,395,,,0,199,128,1551705,118,3,,06067,6067
2020-03-06,0,2145,0,150,0,395,1.5,4,0,252,152,1551630,140,3,,06067,6067
2020-03-07,0,2145,0,150,0,395,1.48,3.32,0,315,181,1551541,166,3,,06067,6067
2020-03-08,0,2145,0,150,0,395,1.46,2.94,0,389,214,1551436,197,3,,06067,6067
2020-03-09,0,2145,0,150,0,395,1.7,2.86,0,477,255,1551311,234,9,,06067,6067
2020-03-10,0,2145,0,150,0,395,1.62,2.46,0,581,302,1551162,278,9,,06067,6067
2020-03-11,0,2145,0,150,0,395,1.8,2.26,0,705,359,1550986,330,9,,06067,6067
2020-03-12,0,2145,0,150,0,395,1.7,1.98,0,853,426,1550777,392,,,06067,6067
2020-03-13,0,2145,0,150,0,395,1.62,1.78,0,1027,505,1550529,465,17,,06067,6067
2020-03-14,1,2145,1,150,0,395,1.72,1.66,0,1235,600,1550235,552,29,,06067,6067
2020-03-15,1,2145,1,150,0,395,1.64,1.52,0,1481,712,1549886,655,32,,06067,6067
2020-03-16,1,2145,1,150,0,395,1.58,1.4,0,1773,845,1549471,778,33,,06067,6067
2020-03-17,1,2145,1,150,1,395,1.64,1.32,0,2119,1003,1548980,923,40,,06067,6067
2020-03-18,2,2145,2,150,1,395,1.58,1.22,0,2530,1190,1548397,1095,40,,06067,6067
2020-03-19,2,2145,2,150,1,395,1.62,1.16,0,3017,1412,1547706,1299,45,,06067,6067
2020-03-20,3,2145,3,150,1,395,1.64,1.08,0,3594,1675,1546887,1540,53,,06067,6067
2020-03-21,3,2145,3,150,2,395,1.72,1.02,0,4277,1985,1545933,1812,53,,06067,6067
2020-03-22,4,2145,4,150,2,395,1.64,0.94,0,5073,2340,1544863,2086,53,,06067,6067
2020-03-23,5,2145,5,150,3,395,1.62,0.9,0,5981,2731,1543679,2362,88,,06067,6067
2020-03-24,6,2145,5,150,3,395,1.72,0.84,0,7000,3150,1542386,2635,88,,06067,6067
2020-03-25,7,2145,6,150,4,395,1.68,0.78,0,8128,3589,1540997,2897,113,,06067,6067
2020-03-26,8,2145,8,150,4,395,1.76,0.74,0,9358,4040,1539531,3133,113,,06067,6067
2020-03-27,9,2145,9,150,5,395,1.72,0.7,0,10677,4488,1538010,3335,164,,06067,6067
2020-03-28,11,2145,10,150,6,395,1.74,0.64,0,12069,4919,1536463,3491,164,,06067,6067
2020-03-29,12,2145,11,150,7,395,1.72,0.6,0,13515,5319,1534915,3592,164,,06067,6067
2020-03-30,13,2145,13,150,8,395,1.68,0.56,0,14990,5671,1533405,3627,224,,06067,6067
2020-03-31,15,2145,14,150,9,395,1.62,0.52,0,16465,5957,1531968,3589,224,,06067,6067
2020-04-01,16,2145,15,150,9,395,1.6,0.5,0,17909,6164,1530636,3477,314,,06067,6067
2020-04-02,18,2145,17,150,10,395,1.58,0.48,0,19293,6276,1529437,3291,341,,06067,6067
2020-04-03,19,2145,18,150,11,395,1.54,0.46,0,20588,6287,1528397,3037,390,,06067,6067
2020-04-04,20,2145,19,150,12,395,1.48,0.44,0,21769,6192,1527485,2768,390,,06067,6067
2020-04-05,21,2145,20,150,12,395,1.48,0.42,0,22856,6030,1526594,2572,442,,06067,6067
2020-04-06,21,2145,20,150,13,395,1.42,0.42,0,23873,5834,1525730,2420,462,,06067,6067
2020-04-07,22,2145,21,150,13,395,1.38,0.4,0,24833,5624,1524895,2294,525,,06067,6067
2020-04-08,22,2145,21,150,13,395,1.36,0.4,0,25746,5410,1524091,2185,580,,06067,6067
2020-04-09,22,2145,21,150,13,395,1.32,0.38,0,26617,5197,1523318,2087,613,,06067,6067
2020-04-10,22,2145,21,150,13,395,1.3,0.38,0,27450,4989,1522576,1997,653,,06067,6067
2020-04-11,22,2145,21,150,13,395,1.26,0.38,0,28247,4787,1521863,1912,699,,06067,6067
2020-04-12,22,2145,21,150,13,395,1.24,0.36,0,29010,4593,1521179,1833,707,,06067,6067
2020-04-13,22,2145,21,150,13,395,1.22,0.34,0,29742,4405,1520523,1757,739,,06067,6067
2020-04-14,21,2145,21,150,13,395,1.18,0.36,0,30444,4225,1519894,1684,816,,06067,6067
2020-04-15,21,2145,20,150,13,395,1.14,0.36,0,31116,4052,1519291,1615,853,,06067,6067
2020-04-16,21,2145,20,150,13,395,1.12,0.34,0,31761,3886,1518712,1548,879,,06067,6067
2020-04-17,20,2145,19,150,12,395,1.08,0.36,0,32380,3727,1518157,1485,896,,06067,6067
2020-04-18,20,2145,19,150,12,395,1.06,0.36,0,32973,3574,1517625,1424,914,,06067,6067
2020-04-19,19,2145,18,150,12,395,1.04,0.36,0,33542,3428,1517115,1365,925,,06067,6067
2020-04-20,19,2145,18,150,11,395,1.04,0.34,0,34087,3287,1516626,1309,940,,06067,6067
2020-04-21,18,2145,17,150,11,395,1.02,0.34,0,34610,3152,1516157,1255,954,,06067,6067
2020-04-22,17,2145,17,150,11,395,0.98,0.36,0,35111,3023,1515708,1203,971,,06067,6067
2020-04-23,17,2145,16,150,11,395,0.96,0.36,0,35592,2899,1515276,1154,987,,06067,6067
2020-04-24,16,2145,16,150,10,395,0.96,0.36,0,36053,2780,1514863,1106,1019,,06067,6067
2020-04-25,16,2145,15,150,10,395,0.96,0.36,0,36495,2666,1514467,1060,1025,,06067,6067
2020-04-26,15,2145,15,150,10,395,0.96,0.36,0,36919,2557,1514087,1017,1037,,06067,6067
2020-04-27,15,2145,14,150,9,395,0.94,0.38,0,37325,2452,1513722,974,1045,,06067,6067
2020-04-28,14,2145,13,150,9,395,0.94,0.38,0,37715,2352,1513373,934,1053,,06067,6067
2020-04-29,14,2145,13,150,9,395,0.94,0.38,0,38090,2254,1513037,896,1068,,06067,6067
2020-04-30,13,2145,12,150,8,395,0.92,0.4,0,38447,2162,1512716,859,1077,,06067,6067
2020-05-01,13,2145,12,150,8,395,0.94,0.38,0,38790,2073,1512409,824,1090,,06067,6067
2020-05-02,12,2145,11,150,8,395,0.92,0.4,0,39119,1987,1512113,790,1107,,06067,6067
2020-05-03,12,2145,11,150,7,395,0.92,0.4,0,39434,1905,1511830,757,1117,,06067,6067
2020-05-04,11,2145,11,150,7,395,0.92,0.4,0,39737,1826,1511559,726,1127,,06067,6067
2020-05-05,11,2145,10,150,7,395,0.92,0.4,1,40027,1751,1511298,696,1133,,06067,6067
2020-05-06,10,2145,10,150,7,395,0.92,0.4,3,40305,1679,1511049,667,1142,,06067,6067
2020-05-07,10,2145,9,150,6,395,0.9,0.42,5,40572,1609,1510810,640,1153,,06067,6067
2020-05-08,9,2145,9,150,6,395,0.9,0.42,6,40828,1543,1510581,613,1160,,06067,6067
2020-05-09,9,2145,8,150,6,395,0.9,0.42,8,41073,1480,1510360,589,1165,,06067,6067
2020-05-10,8,2145,8,150,6,395,0.92,0.42,10,41309,1420,1510144,569,1167,,06067,6067
2020-05-11,8,2145,8,150,5,395,0.92,0.42,11,41539,1365,1509923,560,1173,,06067,6067
2020-05-12,8,2145,7,150,5,395,0.92,0.42,13,41767,1319,1509697,557,1181,,06067,6067
2020-05-13,7,2145,7,150,5,395,0.92,0.44,14,41995,1281,1509467,560,1183,,06067,6067
2020-05-14,7,2145,7,150,5,395,0.94,0.42,15,42225,1252,1509230,567,1194,,06067,6067
2020-05-15,7,2145,6,150,5,395,0.94,0.42,17,42459,1232,1508986,578,1211,,06067,6067
2020-05-16,7,2145,6,150,4,395,0.94,0.44,18,42697,1220,1508733,592,1222,,06067,6067
2020-05-17,6,2145,6,150,4,395,0.94,0.44,19,42942,1216,1508470,609,1237,,06067,6067
2020-05-18,6,2145,6,150,4,395,0.94,0.44,20,43195,1220,1508196,630,1245,,06067,6067
2020-05-19,6,2145,6,150,4,395,0.94,0.44,22,43458,1232,1507909,655,1250,,06067,6067
2020-05-20,6,2145,5,150,4,395,0.94,0.44,23,43731,1252,1507606,684,1255,,06067,6067
2020-05-21,6,2145,5,150,4,395,0.94,0.44,24,44017,1279,1507286,719,1266,,06067,6067
2020-05-22,6,2145,5,150,4,395,0.96,0.44,25,44319,1315,1506945,758,1272,,06067,6067
2020-05-23,5,2145,5,150,4,395,0.98,0.44,26,44637,1360,1506581,803,1289,,06067,6067
2020-05-24,5,2145,5,150,4,395,0.98,0.46,27,44975,1415,1506196,851,1293,,06067,6067
2020-05-25,5,2145,5,150,4,395,0.98,0.46,28,45331,1476,1505795,896,1302,,06067,6067
2020-05-26,6,2145,5,150,4,395,1,0.44,29,45705,1542,1505377,940,1310,,06067,6067
2020-05-27,6,2145,5,150,4,395,1.02,0.44,30,46098,1612,1504940,984,1319,,06067,6067
2020-05-28,6,2145,5,150,4,395,1.04,0.44,31,46509,1686,1504483,1030,1349,,06067,6067
2020-05-29,6,2145,6,150,4,395,1.04,0.44,32,46939,1764,1504005,1078,1373,,06067,6067
2020-05-30,6,2145,6,150,4,395,1.08,0.42,33,47389,1845,1503505,1128,1400,,06067,6067
2020-05-31,6,2145,6,150,4,395,1.06,0.44,35,47859,1930,1502983,1180,1400,,06067,6067
2020-06-01,6,2145,6,150,4,395,1.1,0.42,36,48352,2019,1502437,1234,1429,,06067,6067
2020-06-02,7,2145,6,150,4,395,1.1,0.42,37,48866,2111,1501866,1290,1439,,06067,6067
2020-06-03,7,2145,7,150,4,395,1.1,0.42,38,49404,2208,1501269,1349,1463,,06067,6067
2020-06-04,7,2145,7,150,5,395,1.12,0.42,39,49968,2310,1500644,1410,1490,,06067,6067
2020-06-05,7,2145,7,150,5,395,1.1,0.42,41,50556,2415,1499991,1474,1519,,06067,6067
2020-06-06,8,2145,7,150,5,395,1.12,0.4,42,51172,2525,1499309,1541,1519,,06067,6067
